date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:23:10	4582/4582	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jul%202020%2008:01:40%20GMT	https://bootstrapmade.com/demo/templates/Arsha/assets/img/clients/client-2.png	C:/Users/damola/Downloads/Compressed/sales/bootstrapmade.com/demo/templates/Arsha/assets/img/clients/client-2.png	(from https://bootstrapmade.com/demo/templates/Arsha/)
16:23:10	4707/4707	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jul%202020%2008:01:40%20GMT	https://bootstrapmade.com/demo/templates/Arsha/assets/img/clients/client-3.png	C:/Users/damola/Downloads/Compressed/sales/bootstrapmade.com/demo/templates/Arsha/assets/img/clients/client-3.png	(from https://bootstrapmade.com/demo/templates/Arsha/)
16:23:10	9010/9010	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jul%202020%2008:01:40%20GMT	https://bootstrapmade.com/demo/templates/Arsha/assets/img/clients/client-4.png	C:/Users/damola/Downloads/Compressed/sales/bootstrapmade.com/demo/templates/Arsha/assets/img/clients/client-4.png	(from https://bootstrapmade.com/demo/templates/Arsha/)
16:23:11	5123/5123	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jul%202020%2008:01:40%20GMT	https://bootstrapmade.com/demo/templates/Arsha/assets/img/clients/client-5.png	C:/Users/damola/Downloads/Compressed/sales/bootstrapmade.com/demo/templates/Arsha/assets/img/clients/client-5.png	(from https://bootstrapmade.com/demo/templates/Arsha/)
16:23:11	3450/3450	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jul%202020%2008:01:40%20GMT	https://bootstrapmade.com/demo/templates/Arsha/assets/img/clients/client-6.png	C:/Users/damola/Downloads/Compressed/sales/bootstrapmade.com/demo/templates/Arsha/assets/img/clients/client-6.png	(from https://bootstrapmade.com/demo/templates/Arsha/)
16:23:11	87066/87066	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jul%202020%2008:01:40%20GMT	https://bootstrapmade.com/demo/templates/Arsha/assets/img/why-us.png	C:/Users/damola/Downloads/Compressed/sales/bootstrapmade.com/demo/templates/Arsha/assets/img/why-us.png	(from https://bootstrapmade.com/demo/templates/Arsha/)
16:23:11	41740/41740	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jul%202020%2008:01:40%20GMT	https://bootstrapmade.com/demo/templates/Arsha/assets/img/skills.png	C:/Users/damola/Downloads/Compressed/sales/bootstrapmade.com/demo/templates/Arsha/assets/img/skills.png	(from https://bootstrapmade.com/demo/templates/Arsha/)
16:23:11	25343/25343	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jul%202020%2008:01:40%20GMT	https://bootstrapmade.com/demo/templates/Arsha/assets/img/portfolio/portfolio-1.jpg	C:/Users/damola/Downloads/Compressed/sales/bootstrapmade.com/demo/templates/Arsha/assets/img/portfolio/portfolio-1.jpg	(from https://bootstrapmade.com/demo/templates/Arsha/)
16:23:12	10521/10521	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Nov%202020%2015:23:11%20GMT	https://bootstrapmade.com/demo/templates/Arsha/portfolio-details.html	C:/Users/damola/Downloads/Compressed/sales/bootstrapmade.com/demo/templates/Arsha/portfolio-details.html	(from https://bootstrapmade.com/demo/templates/Arsha/)
16:23:12	146969/146969	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jul%202020%2008:01:40%20GMT	https://bootstrapmade.com/demo/templates/Arsha/assets/img/portfolio/portfolio-2.jpg	C:/Users/damola/Downloads/Compressed/sales/bootstrapmade.com/demo/templates/Arsha/assets/img/portfolio/portfolio-2.jpg	(from https://bootstrapmade.com/demo/templates/Arsha/)
16:23:12	19157/19157	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jul%202020%2008:01:40%20GMT	https://bootstrapmade.com/demo/templates/Arsha/assets/img/portfolio/portfolio-3.jpg	C:/Users/damola/Downloads/Compressed/sales/bootstrapmade.com/demo/templates/Arsha/assets/img/portfolio/portfolio-3.jpg	(from https://bootstrapmade.com/demo/templates/Arsha/)
16:23:12	17934/17934	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jul%202020%2008:01:40%20GMT	https://bootstrapmade.com/demo/templates/Arsha/assets/img/portfolio/portfolio-4.jpg	C:/Users/damola/Downloads/Compressed/sales/bootstrapmade.com/demo/templates/Arsha/assets/img/portfolio/portfolio-4.jpg	(from https://bootstrapmade.com/demo/templates/Arsha/)
